DRE,Ano,MÊS,FORNECEDOR,PC,CATEGORIA,QUANTIA,DESCRIÇÃO,Data,TIPO LANÇAMENTO
CPV,2023,MAIO,S/N,SOBREMESA,DOCE,76,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,S/N,SOBREMESA,DOCE,100,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,S/N,SOBREMESA,DOCE,107,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,S/N,SOBREMESA,DOCE,117,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,S/N,SOBREMESA,DOCE,153,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,S/N,SOBREMESA,DOCE,221,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,S/N,SOBREMESA,DOCE,238,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,S/N,SOBREMESA,SORVETE,532.61,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,SANTA AMALIA,COMIDA,MASSA,353.14,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,SOUZA CRUZ,CIGARRO,NACIONAL,3891.21,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,SOUZA CRUZ,CIGARRO,NACIONAL,5339.79,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,SOUZA CRUZ,CIGARRO,NACIONAL,6072.86,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,SOUZA CRUZ,CIGARRO,NACIONAL,6635.63,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,SOUZA CRUZ,CIGARRO,NACIONAL,7073.74,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,CERVEJA,197.8,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,CERVEJA,766.08,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,CERVEJA,1216.61,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,CERVEJA,1422.91,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,CERVEJA,1600.39,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,CERVEJA,1664.14,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,CERVEJA,1879.13,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,CERVEJA,1927.46,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,CERVEJA,3220.12,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,CERVEJA,3291.55,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,CERVEJA,3932.97,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,CERVEJA,4025.87,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,ENERGETICO,24.62,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,TARUMA,BEBIDAS,REFRIGERANTE,1254.52,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VEGUSTA,COMIDA,CONGELADA,98.8,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,BEBIDAS,CAFÉ,192.74,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,BEBIDAS,VINHO,83,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,COMIDA,BISCOITO,62.02,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,COMIDA,ENLATADA,161.13,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,COMIDA,ENLATADA,360.79,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,COMIDA,ENLATADA,361.74,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,COMIDA,TEMPERO,40.12,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,COMIDA,TEMPERO,83.85,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,HIGIENE,HIGIENE,110.47,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,HIGIENE,HIGIENE,114.32,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,HIGIENE,HIGIENE,252.82,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,LIMPEZA,LIMPEZA,66.46000000000001,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,LIMPEZA,LIMPEZA,254.76000000000002,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,LIMPEZA,LIMPEZA,308.88,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,OUTROS,OUTROS,203.32999999999998,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,OUTROS,OUTROS,410.55,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,SOBREMESA,BALA,28.9,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,SOBREMESA,CHICLETE,187.48,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,SOBREMESA,CHOCOLATE,104.88,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,SOBREMESA,CHOCOLATE,128.86,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MAIO,VILA NOVA,SOBREMESA,CHOCOLATE,324.61,,2023-05-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,BEBIDAS,CERVEJA,244.77,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,BEBIDAS,CERVEJA,1295,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,BEBIDAS,PINGA,22,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,BEBIDAS,PINGA,200,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,BEBIDAS,PINGA,277.2,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,BEBIDAS,REFRIGERANTE,253,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,BEBIDAS,REFRIGERANTE,412.78,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,CIGARRO,FUMO,1062,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,COMIDA,FRIOS,59,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,COMIDA,FRIOS,120,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,COMIDA,FRIOS,339,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,COMIDA,FRIOS,600,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,OUTROS,DIA DIA,100,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,SOBREMESA,DOCE,30,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,SOBREMESA,SORVETE,827.88,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,,SOBREMESA,SORVETE,1083.75,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,3 CORAÇÕES,BEBIDAS,CAFÉ,325.81,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ALIANÇA,LIMPEZA,LIMPEZA,503.05,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,AMERICANA,BEBIDAS,REFRIGERANTE,253,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ASA,LIMPEZA,LIMPEZA,237.15,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ATACADAO,COMIDA,FRIOS,155.62,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ATACADAO,OUTROS,OUTROS,283.16,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ATACADAO,OUTROS,OUTROS,630,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ATACADAO,OUTROS,OUTROS,647.79,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ATACADAO,OUTROS,OUTROS,769.92,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ATACADAO,OUTROS,OUTROS,1009.74,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,AURORA,COMIDA,FRIOS,173.08,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,AURORA,COMIDA,FRIOS,486.88,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,AURORA,COMIDA,FRIOS,620.36,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,BAHAMAS,COMIDA,LEGUME,44.6,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,BAHAMAS,COMIDA,LEGUME,49.52,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,BAHAMAS,COMIDA,LEGUME,138,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,BAHAMAS,OUTROS,OUTROS,232.52,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,BAHAMAS,OUTROS,OUTROS,275.73,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,BAHAMAS,OUTROS,OUTROS,279.48,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,BRF,COMIDA,CONGELADA,325.93,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,BEBIDAS,SUCO,79.48,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,COMIDA,BISCOITO,22.4,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,COMIDA,ENLATADA,42.12,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,COMIDA,FRIOS,78.94,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,COMIDA,MASSA,71.5,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,COMIDA,MASSA,95.26,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,COMIDA,PAO,71.5,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,COMIDA,PAO,90.88,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,COMIDA,PAO,132.76,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,COMIDA,TEMPERO,17.55,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,HIGIENE,HIGIENE,104.4,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,LIMPEZA,LIMPEZA,104.4,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,OUTROS,OUTROS,32.16,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,SOBREMESA,CHOCOLATE,37.24,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CHUÁ,SOBREMESA,CHOCOLATE,80,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CIACARNE,COMIDA,FRIOS,170.15,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,CIACARNE,COMIDA,FRIOS,175.47,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,AGUA,10.13,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,AGUA,20.26,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,CERVEJA,290.59,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,CERVEJA,458.89,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,CERVEJA,581.18,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,CERVEJA,688.34,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,CERVEJA,928.44,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,CERVEJA,1013.6700000000001,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,CERVEJA,1051.95,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,CHÁ,48.61,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,ENERGETICO,37.21,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,REFRIGERANTE,25.68,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,REFRIGERANTE,104.59,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,REFRIGERANTE,169.96,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,REFRIGERANTE,355.10999999999996,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,REFRIGERANTE,401.16,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,REFRIGERANTE,412.78,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,REFRIGERANTE,420.53999999999996,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,REFRIGERANTE,444.12,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,REFRIGERANTE,731.05,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,REFRIGERANTE,776.47,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,REFRIGERANTE,1042.18,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,REFRIGERANTE,1139.95,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,REFRIGERANTE,1914.73,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,SUCO,13.16,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,SUCO,20.95,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,SUCO,31.599999999999998,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,COCA-COLA,BEBIDAS,SUCO,208.3,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,DLS,COMIDA,CONGELADA,172,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,DVL,SOBREMESA,CHOCOLATE,666.39,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,BEBIDAS,AGUA,131.4,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,BEBIDAS,SUCO,70.74,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,BEBIDAS,SUCO,141.47999999999996,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,BEBIDAS,VINHO,264.42,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,BEBIDAS,VINHO,440.70000000000005,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,CIGARRO,ARTIGO PARA FUMO,358.56,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,COMIDA,ENLATADA,59.650000000000006,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,COMIDA,ENLATADA,72.4,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,COMIDA,ENLATADA,90,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,COMIDA,ENLATADA,103.23,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,COMIDA,ENLATADA,125.9,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,COMIDA,ENLATADA,1248.8799999999999,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,COMIDA,TEMPERO,21,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,HIGIENE,HIGIENE,147.16,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,HIGIENE,HIGIENE,159.84,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,LIMPEZA,LIMPEZA,110.04,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,LIMPEZA,LIMPEZA,204.17000000000002,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,OUTROS,DIA DIA,625.95,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,OUTROS,MATERIAL ESCOLAR,56.36,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,OUTROS,MATERIAL ESCOLAR,223.23999999999984,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,OUTROS,OUTROS,13.03,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,OUTROS,OUTROS,54.04,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,OUTROS,OUTROS,64.04,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,SOBREMESA,BALA,26.95,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,SOBREMESA,BALA,60.39,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,ÉPOCA,SOBREMESA,BALA,307.28,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,FARTURA,COMIDA,GRAO,57.8,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,FARTURA,COMIDA,GRAO,190.6,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,FARTURA,COMIDA,GRAO,232.4,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,G.PETROPOLIS,BEBIDAS,AGUA,17,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,JF DISTRIBUIDORA,BEBIDAS,CERVEJA,215.3,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,JF DISTRIBUIDORA,BEBIDAS,CERVEJA,257.1,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,JF DISTRIBUIDORA,BEBIDAS,ENERGETICO,41.8,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,M.DIAS BRANCO,COMIDA,BISCOITO,343.92,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,MB DISTRIBUIDORA,COMIDA,BISCOITO,78.52,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,MB DISTRIBUIDORA,COMIDA,BISCOITO,197.85,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,MILI,HIGIENE,HIGIENE,823.39,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,NESTLE,COMIDA,BISCOITO,179.34,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,NESTLE,COMIDA,ENLATADA,129.18,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,NESTLE,SOBREMESA,CHOCOLATE,99.95,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,NESTLE,SOBREMESA,CHOCOLATE,271.69,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,NESTLE,SOBREMESA,CHOCOLATE,275.17,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,NSG,COMIDA,PAO,46.08,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,NSG,COMIDA,PAO,75.6,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,PACALUZ,OUTROS,OUTROS,134.07,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,PACALUZ,OUTROS,OUTROS,136.81,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,PACALUZ,SOBREMESA,BALA,112.31,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,PEPSICO,COMIDA,BISCOITO,221.69,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,PEPSICO,COMIDA,BISCOITO,268.05,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,PHILIP MORRIS,CIGARRO,IMPORTADO,57.44,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,PHILIP MORRIS,CIGARRO,IMPORTADO,99.18,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,PHILIP MORRIS,OUTROS,DIA DIA,38,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,PIF-PAF,COMIDA,CONGELADA,179.8,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,PIF-PAF,COMIDA,CONGELADA,333.7,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,PIF-PAF,COMIDA,CONGELADA,451.42,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,PIF-PAF,COMIDA,CONGELADA,551.82,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,PIF-PAF,COMIDA,CONGELADA,836.33,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,REFRIGERANTES JUIZ DE FORA,BEBIDAS,REFRIGERANTE,45.5,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,RIVELLI,COMIDA,CONGELADA,288.11,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,BEBIDAS,AGUA,450,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,BEBIDAS,CERVEJA,1317,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,BEBIDAS,PINGA,30,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,BEBIDAS,PINGA,60,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,BEBIDAS,PINGA,184.8,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,BEBIDAS,PINGA,315,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,BEBIDAS,PINGA,324,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,BEBIDAS,SUCO,45,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,BEBIDAS,VINHO,94,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,BEBIDAS,VINHO,109,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,CIGARRO,ARTIGO PARA FUMO,298,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,CIGARRO,FUMO,60,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,CIGARRO,FUMO,939,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,CIGARRO,PALHA,80,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,CIGARRO,PALHA,766,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,CIGARRO,PALHA,1070,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,CIGARRO,PARAGUAI,180,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,BISCOITO,31.5,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,BISCOITO,32,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,BISCOITO,43.5,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,BISCOITO,44,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,BISCOITO,48,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,BISCOITO,49,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,BISCOITO,66,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,CONGELADA,80,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,CONGELADA,90,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,CONGELADA,250,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,ENLATADA,342,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,24,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,27,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,46,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,48,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,51.3,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,56,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,75,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,90,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,105,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,115,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,117,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,119,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,140,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,150,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,150.5,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,158,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,163,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,200,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,FRIOS,500,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,MASSA,39,,2023-03-01 00:00:00,SAÍDA
CPV,2023,MARÇO,S/N,COMIDA,MASSA,250,,2023-03-01 00:00:00,SAÍDA
