DRE,Ano,MÊS,FORNECEDOR,PC,CATEGORIA,QUANTIA,DESCRIÇÃO,Data,TIPO LANÇAMENTO
,2023,FEVEREIRO,S/N,,MUSSARELA,130,,2023-02-01 00:00:00,
,2023,JULHO,,,RECICLAVEIS,36,,2023-07-01 00:00:00,
,2023,JULHO,FARTURA,,FGRAO,116.3,,2023-07-01 00:00:00,
,2023,MARÇO,ASA,,ACHOCOLATADO,68.73,,2023-03-01 00:00:00,
,2023,NOVEMBRO,,,FRETE,41.71,,2023-11-01 00:00:00,
,2023,OUTUBRO,,,FRETE,25,,2023-10-01 00:00:00,
,2023,OUTUBRO,,,RECICLAVEL,100,,2023-10-01 00:00:00,
,2023,OUTUBRO,,RECEITA,DI,350,,2023-10-01 00:00:00,
,2023,SETEMBRO,,,AQUISIÇÃO DE MOVEIS E UTENSILIOS,24.01,,2023-09-01 00:00:00,
,2023,SETEMBRO,,,FRETE,29.51,,2023-09-01 00:00:00,
,2023,SETEMBRO,,,FRETES,25,,2023-09-01 00:00:00,
,2023,SETEMBRO,,,FRETES,29.2,,2023-09-01 00:00:00,
,2024,ABRIL,,,INSS,160.52,,2024-04-01 00:00:00,
,2024,ABRIL,,,INSS,192.5,,2024-04-01 00:00:00,
,2024,ABRIL,,,PIX,5272.44,,2024-04-01 00:00:00,
,2024,ABRIL,,,VALE TRANSPORTE,45,,2024-04-01 00:00:00,
,2024,AGOSTO,,,INSS,160.52,,2024-08-01 00:00:00,
,2024,AGOSTO,,,VALE TRANSPORTE,45,,2024-08-01 00:00:00,
,2024,DEZEMBRO,,,INSS,234.72,,2024-12-01 00:00:00,
,2024,DEZEMBRO,,,PIX,1629.75,,2024-12-01 00:00:00,
,2024,DEZEMBRO,,,SINDICATO,19.5,,2024-12-01 00:00:00,
,2024,DEZEMBRO,,,UNIFORME,80,,2024-12-01 00:00:00,
,2024,DEZEMBRO,,,VALE TRANSPORTE,15,,2024-12-01 00:00:00,
,2024,DEZEMBRO,,,VALE TRANSPORTE,45,,2024-12-01 00:00:00,
,2024,FEVEREIRO,,,INSS,192.59,,2024-02-01 00:00:00,
,2024,FEVEREIRO,,,PIX,3798.16,,2024-02-01 00:00:00,
,2024,FEVEREIRO,,,VALE TRANSPORTE,45,,2024-02-01 00:00:00,
,2024,JANEIRO,,,INSS,192.59,,2024-01-01 00:00:00,
,2024,JANEIRO,,,PIX,4549.7,,2024-01-01 00:00:00,
,2024,JANEIRO,,,VALE TRANSPORTE,45,,2024-01-01 00:00:00,
,2024,JULHO,,,PIX,3000,,2024-07-01 00:00:00,
,2024,JULHO,,,VALE TRANSPORTE,45,,2024-07-01 00:00:00,
,2024,JUNHO,,,INSS,160.52,,2024-06-01 00:00:00,
,2024,JUNHO,,,PIX,1870,,2024-06-01 00:00:00,
,2024,JUNHO,,,VALE TRANSPORTE,45,,2024-06-01 00:00:00,
,2024,JUNHO,,,VALE TRANSPORTE,64,,2024-06-01 00:00:00,
,2024,JUNHO,,,VALE TRANSPORTE,65,,2024-06-01 00:00:00,
,2024,MAIO,,,INSS,160.52,,2024-05-01 00:00:00,
,2024,MAIO,,,PIX,2543.24,,2024-05-01 00:00:00,
,2024,MAIO,,,VALE TRANSPORTE,45,,2024-05-01 00:00:00,
,2024,MARÇO,,,INSS,192.5,,2024-03-01 00:00:00,
,2024,MARÇO,,,PIX,3864.05,,2024-03-01 00:00:00,
,2024,MARÇO,,,VALE TRANSPORTE,45,,2024-03-01 00:00:00,
,2024,NOVEMBRO,,,SINDICATO,19.5,,2024-11-01 00:00:00,
,2024,NOVEMBRO,,,VALE TRANSPORTE,40,,2024-11-01 00:00:00,
,2024,NOVEMBRO,,,VALE TRANSPORTE,45,,2024-11-01 00:00:00,
,2024,OUTUBRO,,,INSS,117.46,,2024-10-01 00:00:00,
,2024,OUTUBRO,,,SINDICATO,19.5,,2024-10-01 00:00:00,
,2024,OUTUBRO,,,VALE TRANSPORTE,45,,2024-10-01 00:00:00,
,2024,OUTUBRO,,,VALE TRANSPORTE,70,,2024-10-01 00:00:00,
,2024,SETEMBRO,,,INSS,129.75,,2024-09-01 00:00:00,
,2024,SETEMBRO,,,INSS,163,,2024-09-01 00:00:00,
,2024,SETEMBRO,,,VALE TRANSPORTE,450,,2024-09-01 00:00:00,
CPV,2023,ABRIL,,CIGARRO,PARAGUAI,280,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,BISCOITO,35,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,BISCOITO,35.2,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,BISCOITO,40,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,BISCOITO,44,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,BISCOITO,84,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,FRIOS,20,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,FRIOS,27,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,FRIOS,28,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,FRIOS,30,PAO DE  ALHO,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,FRIOS,51.3,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,FRIOS,56,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,FRIOS,58.5,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,FRIOS,59,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,FRIOS,150,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,FRIOS,152,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,FRIOS,153,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,COMIDA,LEGUME,60,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,OUTROS,OUTROS,268.6,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,SOBREMESA,DOCE,30,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,SOBREMESA,DOCE,50,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,,SOBREMESA,DOCE,184,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,3 CORAÇÕES,BEBIDAS,CAFÉ,238.57,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ALIANÇA,COMIDA,FRIOS,51.52,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ARMARINHO DOMITH,OUTROS,MATERIAL ESCOLAR,118.27,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ATACADAO,OUTROS,OUTROS,428.43,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ATACADAO,OUTROS,OUTROS,572.42,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,AURORA,COMIDA,FRIOS,159.48,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,AURORA,COMIDA,FRIOS,329.62,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,AURORA,COMIDA,FRIOS,333.88,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,AURORA,COMIDA,FRIOS,368.78,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,AURORA,COMIDA,FRIOS,504.96,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,AURORA,COMIDA,FRIOS,509.53999999999996,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,BAHAMAS,OUTROS,OUTROS,238.31,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,BAHAMAS,OUTROS,OUTROS,276.99,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,BAHAMAS,OUTROS,OUTROS,309.47,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,BRF,COMIDA,CONGELADA,470.04,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,CHUÁ,COMIDA,ENLATADA,269.42,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,CHUÁ,COMIDA,MASSA,160.82,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,CHUÁ,COMIDA,MASSA,179.44,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,CHUÁ,COMIDA,PAO,113.7,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,CHUÁ,COMIDA,PAO,303.42,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,CHUÁ,COMIDA,TEMPERO,35.1,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,CHUÁ,SOBREMESA,BALA,29.41,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,CHUÁ,SOBREMESA,BALA,107.04,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,CIACARNE,COMIDA,FRIOS,206.16,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,CIACARNE,COMIDA,FRIOS,211.7,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,AGUA,38.65,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,CERVEJA,309.48,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,CERVEJA,464.22,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,CERVEJA,853.5999999999999,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,REFRIGERANTE,249.05,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,REFRIGERANTE,250.8900000000001,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,REFRIGERANTE,444.12,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,REFRIGERANTE,456.18,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,REFRIGERANTE,499.05000000000007,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,REFRIGERANTE,565.91,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,REFRIGERANTE,652.32,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,REFRIGERANTE,922.81,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,REFRIGERANTE,1008.1,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,REFRIGERANTE,1058.26,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,SUCO,33.66,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COCA-COLA,BEBIDAS,SUCO,89.37,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COMERCIAL DE ALIMENTOS,COMIDA,ENLATADA,106.11,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COMERCIAL DE ALIMENTOS,LIMPEZA,LIMPEZA,262.83,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COMERCIAL DE ALIMENTOS,OUTROS,OUTROS,61.05,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COMERCIAL DE ALIMENTOS,OUTROS,OUTROS,70.52,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,COMERCIAL DE ALIMENTOS,SOBREMESA,BALA,31.22,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,DVL,SOBREMESA,CHOCOLATE,150.26,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ÉPOCA,BEBIDAS,VINHO,730.8,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ÉPOCA,COMIDA,ENLATADA,273.56,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ÉPOCA,COMIDA,GRAO,27.97,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ÉPOCA,COMIDA,TEMPERO,35.25,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ÉPOCA,COMIDA,TEMPERO,44.95,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ÉPOCA,COMIDA,TEMPERO,46.73,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ÉPOCA,LIMPEZA,LIMPEZA,38.58,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ÉPOCA,LIMPEZA,LIMPEZA,120.32,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ÉPOCA,OUTROS,MATERIAL ESCOLAR,79.6,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ÉPOCA,OUTROS,OUTROS,51.51,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ÉPOCA,OUTROS,OUTROS,108.16,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,ÉPOCA,OUTROS,OUTROS,187.84,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,FARTURA,COMIDA,GRAO,56.8,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,FARTURA,COMIDA,GRAO,79.9,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,FARTURA,COMIDA,GRAO,116.18,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,FARTURA,COMIDA,GRAO,149.5,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,G.PETROPOLIS,BEBIDAS,CERVEJA,119.8,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,G.PETROPOLIS,BEBIDAS,CERVEJA,190.94,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,G.PETROPOLIS,BEBIDAS,CERVEJA,2153.92,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,JF DISTRIBUIDORA,BEBIDAS,CERVEJA,215.2,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,JF DISTRIBUIDORA,BEBIDAS,CERVEJA,215.3,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,JF DISTRIBUIDORA,BEBIDAS,CERVEJA,239.18,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,MB DISTRIBUIDORA,SOBREMESA,BALA,71.74,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,NESTLE,COMIDA,ENLATADA,184.55,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,NESTLE,SOBREMESA,CHOCOLATE,57.78,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,NESTLE,SOBREMESA,CHOCOLATE,145.1,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,NSG,COMIDA,PAO,46.05,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,NSG,COMIDA,PAO,60.84,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,PEPSICO,COMIDA,BISCOITO,160.01,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,PEPSICO,COMIDA,BISCOITO,224.16,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,PEPSICO,COMIDA,BISCOITO,234.92,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,PHILIP MORRIS,CIGARRO,IMPORTADO,357.27,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,PIF-PAF,COMIDA,CONGELADA,412.56,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,PIF-PAF,COMIDA,CONGELADA,457.83,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,PIF-PAF,COMIDA,CONGELADA,554.85,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,PIF-PAF,COMIDA,FRIOS,347.37,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,BEBIDAS,CERVEJA,47,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,BEBIDAS,PINGA,184.8,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,BEBIDAS,PINGA,202,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,BEBIDAS,PINGA,240,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,BEBIDAS,PINGA,369.6,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,BEBIDAS,PINGA,480.5,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,BEBIDAS,VINHO,47,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,CIGARRO,ARTIGO PARA FUMO,70,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,CIGARRO,ARTIGO PARA FUMO,160,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,CIGARRO,ARTIGO PARA FUMO,252,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,CIGARRO,ARTIGO PARA FUMO,264,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,CIGARRO,PALHA,766,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,CIGARRO,PALHA,832,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,CIGARRO,PALHA,894,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,CIGARRO,PALHA,1070,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,CIGARRO,PARAGUAI,280,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,BISCOITO,25,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,BISCOITO,65,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,CONGELADA,63,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,CONGELADA,63,GELO,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,CONGELADA,270,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,24,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,28,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,35,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,56,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,75,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,75,REQUEIJAO,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,110,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,119.3,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,120,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,150,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,182,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,195,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,206,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,FRIOS,368,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,LEGUME,50,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,LEGUME,60,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,OVOS,320,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,OVOS,395,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,OVOS,470,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,OVOS,490,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,PAO,49,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,PAO,53.4,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,TEMPERO,29,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,COMIDA,TEMPERO,80,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,OUTROS,CARVAO,140,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,OUTROS,MATERIAL ESCOLAR,70.3,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,OUTROS,OUTROS,45,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,OUTROS,OUTROS,51.14,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,OUTROS,OUTROS,545.33,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,SOBREMESA,BALA,50,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,SOBREMESA,BALA,60,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,SOBREMESA,BALA,85,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,SOBREMESA,BALA,117.7,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,SOBREMESA,CHOCOLATE,17.5,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,SOBREMESA,DOCE,30,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,SOBREMESA,DOCE,62,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,SOBREMESA,DOCE,86,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,SOBREMESA,DOCE,108,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,SOBREMESA,DOCE,170,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,SOBREMESA,SORVETE,584.02,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,S/N,SOBREMESA,SORVETE,1061.45,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,SOUZA CRUZ,CIGARRO,NACIONAL,6171.34,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,SOUZA CRUZ,CIGARRO,NACIONAL,12398.91,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,199.5,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,589,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,686.9,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,734,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,748.7,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,908.4,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,1313.7,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,1335.7,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,1772.3,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,2872.22,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,3000,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,3353.76,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,3591.7,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,CERVEJA,4612.26,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TARUMA,BEBIDAS,REFRIGERANTE,717.5,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TRIGO VITA,COMIDA,PAO,,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TRIGO VITA,COMIDA,PAO,44.01,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,TRIGO VITA,COMIDA,PAO,46.46,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,VILA NOVA,COMIDA,ENLATADA,350.4,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,VILA NOVA,COMIDA,TEMPERO,42.52,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,VILA NOVA,HIGIENE,HIGIENE,189.93,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,VILA NOVA,LIMPEZA,LIMPEZA,65.27,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,VILA NOVA,OUTROS,OUTROS,45.46,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,VILA NOVA,OUTROS,OUTROS,111.3,,2023-04-01 00:00:00,SAÍDA
CPV,2023,ABRIL,VILA NOVA,OUTROS,OUTROS,118.8,,2023-04-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,,BEBIDAS,PINGA,184.8,,2023-08-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,,CIGARRO,ARTIGO PARA FUMO,60,,2023-08-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,,CIGARRO,ARTIGO PARA FUMO,289,,2023-08-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,,CIGARRO,PALHA,1195,,2023-08-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,,COMIDA,FRIOS,58,,2023-08-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,,COMIDA,LEGUME,130,,2023-08-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,,SOBREMESA,DOCE,160.83,,2023-08-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,3 CORAÇÕES,BEBIDAS,CAFÉ,293.92,,2023-08-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,ALIANÇA,LIMPEZA,LIMPEZA,494.69,,2023-08-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,ARCOM,OUTROS,OUTROS,387.68,,2023-08-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,ATACADAO,OUTROS,OUTROS,347.16,,2023-08-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,ATACADAO,OUTROS,OUTROS,394.7,,2023-08-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,ATACADAO,OUTROS,OUTROS,414.13,,2023-08-01 00:00:00,SAÍDA
CPV,2023,AGOSTO,ATACADAO,OUTROS,OUTROS,442.43,,2023-08-01 00:00:00,SAÍDA
